"gid","1","2","3","4","5","6","7","8","code"
"A/ruddy_turnstone/New_Jersey/AI09-1292/2009C",21,32,19,92,2757,22,3,4,"21-32-19-92-2757-22-3-4"
"A/ruddy_turnstone/New_Jersey/AI09-1299/2009C",68,135,10,92,14,22,271,10,"68-135-10-92-14-22-271-10"
"A/ruddy_turnstone/New_Jersey/AI09-1310/2009M",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-1325/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-1326/2009C",43,105,14,12,14,17,5,4,"43-105-14-12-14-17-5-4"
"A/ruddy_turnstone/New_Jersey/AI09-1329/2009M",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-1336/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-1352/2009C",43,105,19,12,39,17,5,4,"43-105-19-12-39-17-5-4"
"A/ruddy_turnstone/New_Jersey/AI09-1381/2009C",773,34,14,92,355,54,5,33,"773-34-14-92-355-54-5-33"
"A/ruddy_turnstone/New_Jersey/AI09-151/2009C",68,8,10,24,138,22,474,10,"68-8-10-24-138-22-474-10"
"A/ruddy_turnstone/New_Jersey/AI09-158/2009M",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-169/2009C",73,135,14,24,39,38,3,257,"73-135-14-24-39-38-3-257"
"A/ruddy_turnstone/New_Jersey/AI09-194/2009C",73,135,14,24,39,38,3,10,"73-135-14-24-39-38-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-256/2009C",73,135,10,92,39,22,3,248,"73-135-10-92-39-22-3-248"
"A/ruddy_turnstone/New_Jersey/AI09-294/2009C",101,67,52,149,70,100,46,119,"101-67-52-149-70-100-46-119"
"A/ruddy_turnstone/New_Jersey/AI09-305/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-342/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-361/2009M",43,135,19,12,39,17,3,13,"43-135-19-12-39-17-3-13"
"A/ruddy_turnstone/New_Jersey/AI09-372/2009C",73,135,14,88,39,22,3,257,"73-135-14-88-39-22-3-257"
"A/ruddy_turnstone/New_Jersey/AI09-377/2009C",68,8,10,88,138,22,1413,10,"68-8-10-88-138-22-1413-10"
"A/ruddy_turnstone/New_Jersey/AI09-464/2009C",68,8,19,92,39,17,3,10,"68-8-19-92-39-17-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-474/2009C",43,105,19,12,39,22,5,4,"43-105-19-12-39-22-5-4"
"A/ruddy_turnstone/New_Jersey/AI09-525/2009C",43,135,19,92,39,17,3,13,"43-135-19-92-39-17-3-13"
"A/ruddy_turnstone/New_Jersey/AI09-526/2009M",73,135,19,92,14,54,3,257,"73-135-19-92-14-54-3-257"
"A/ruddy_turnstone/New_Jersey/AI09-537/2009M",71,362,14,12,39,164,13,2,"71-362-14-12-39-164-13-2"
"A/ruddy_turnstone/New_Jersey/AI09-549/2009C",43,362,19,12,39,17,5,2,"43-362-19-12-39-17-5-2"
"A/ruddy_turnstone/New_Jersey/AI09-554/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-573/2009C",68,8,14,92,138,22,3,10,"68-8-14-92-138-22-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-587/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-618/2009C",773,34,14,92,355,54,5,33,"773-34-14-92-355-54-5-33"
"A/ruddy_turnstone/New_Jersey/AI09-620/2009C",68,8,10,24,138,22,3,10,"68-8-10-24-138-22-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-626/2009C",73,135,14,92,39,22,3,10,"73-135-14-92-39-22-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-699/2009M",43,135,10,12,39,17,5,10,"43-135-10-12-39-17-5-10"
"A/ruddy_turnstone/New_Jersey/AI09-710/2009C",73,135,10,92,39,38,271,248,"73-135-10-92-39-38-271-248"
"A/ruddy_turnstone/New_Jersey/AI09-727/2009C",73,135,19,92,14,54,3,257,"73-135-19-92-14-54-3-257"
"A/ruddy_turnstone/New_Jersey/AI09-728/2009M",71,105,14,12,14,17,5,4,"71-105-14-12-14-17-5-4"
"A/ruddy_turnstone/New_Jersey/AI09-775/2009C",68,8,10,92,138,22,3,1690,"68-8-10-92-138-22-3-1690"
"A/ruddy_turnstone/New_Jersey/AI09-782/2009M",73,135,14,92,39,22,3,10,"73-135-14-92-39-22-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-807/2009M",73,135,19,92,14,54,3,257,"73-135-19-92-14-54-3-257"
"A/ruddy_turnstone/New_Jersey/AI09-827/2009C",43,109,19,12,14,22,5,10,"43-109-19-12-14-22-5-10"
"A/ruddy_turnstone/New_Jersey/AI09-837/2009C",73,135,14,92,39,54,3,10,"73-135-14-92-39-54-3-10"
"A/ruddy_turnstone/New_Jersey/AI09-841/2009C",68,8,10,92,138,22,3,248,"68-8-10-92-138-22-3-248"
"A/ruddy_turnstone/New_Jersey/AI09-846/2009C",73,135,19,92,14,22,3,257,"73-135-19-92-14-22-3-257"
"A/ruddy_turnstone/New_Jersey/AI09-874/2009C",73,135,10,92,39,38,271,248,"73-135-10-92-39-38-271-248"
"A/ruddy_turnstone/New_Jersey/AI09-903/2009M",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-906/2009M",43,105,14,12,14,17,5,4,"43-105-14-12-14-17-5-4"
"A/ruddy_turnstone/New_Jersey/AI09-907/2009C",43,8,19,12,14,17,5,13,"43-8-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-937/2009C",68,109,10,88,14,22,5,1691,"68-109-10-88-14-22-5-1691"
"A/ruddy_turnstone/New_Jersey/AI09-944/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI09-961/2009C",43,105,19,12,14,17,5,13,"43-105-19-12-14-17-5-13"
"A/ruddy_turnstone/New_Jersey/AI10-535/2010M",90,130,10,16,20,38,3,1692,"90-130-10-16-20-38-3-1692"
"A/ruddy_turnstone/New_Jersey/AI10-579/2010M",21,29,10,13,71,27,3,684,"21-29-10-13-71-27-3-684"
"A/ruddy_turnstone/New_Jersey/AI10-608/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-616/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-626/2010M",21,29,10,13,71,27,3,684,"21-29-10-13-71-27-3-684"
"A/ruddy_turnstone/New_Jersey/AI10-634/2010M",17,194,209,38,83,30,19,10,"17-194-209-38-83-30-19-10"
"A/ruddy_turnstone/New_Jersey/AI10-648/2010M",21,29,10,13,71,27,3,684,"21-29-10-13-71-27-3-684"
"A/ruddy_turnstone/New_Jersey/AI10-650/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-652/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-657/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-669/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-695/2010M",90,130,10,16,355,151,3,1693,"90-130-10-16-355-151-3-1693"
"A/ruddy_turnstone/New_Jersey/AI10-790/2010M",71,1758,14,537,20,38,3,10,"71-1758-14-537-20-38-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-798/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-901/2010M",71,130,10,16,20,151,3,10,"71-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI10-960/2010M",90,130,10,16,20,151,3,10,"90-130-10-16-20-151-3-10"
"A/ruddy_turnstone/New_Jersey/AI11-1678/2011C",43,29,4,30,32,17,5,2,"43-29-4-30-32-17-5-2"
"A/ruddy_turnstone/New_Jersey/AI11-1950/2011M",52,24,9,30,32,16,5,2,"52-24-9-30-32-16-5-2"
"A/ruddy_turnstone/New_Jersey/AI11-1968/2011M",52,24,9,30,32,16,5,2,"52-24-9-30-32-16-5-2"
"A/ruddy_turnstone/New_Jersey/AI11-2046/2011M",107,959,1238,12,30,37,5,772,"107-959-1238-12-30-37-5-772"
"A/ruddy_turnstone/New_Jersey/AI11-2098/2011C",52,24,9,30,32,16,5,2,"52-24-9-30-32-16-5-2"
"A/ruddy_turnstone/New_Jersey/AI11-867/2011M",266,61,57,12,867,30,3,10,"266-61-57-12-867-30-3-10"
"A/ruddy_turnstone/New_Jersey/AI11-871/2011M",15,61,57,12,32,30,3,10,"15-61-57-12-32-30-3-10"
"A/ruddy_turnstone/New_Jersey/AI11-965/2011M",15,61,57,12,32,30,3,10,"15-61-57-12-32-30-3-10"
"A/ruddy_turnstone/New_Jersey/AI11-992/2011M",52,24,9,30,32,16,5,2,"52-24-9-30-32-16-5-2"
"A/ruddy_turnstone/New_Jersey/AI12-1494/2012M",46,42,593,45,58,44,3,2,"46-42-593-45-58-44-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-1729/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-1737/2012M",101,67,52,149,70,100,46,198,"101-67-52-149-70-100-46-198"
"A/ruddy_turnstone/New_Jersey/AI12-1756/2012M",17,110,16,20,68,41,3,33,"17-110-16-20-68-41-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-1851/2012M",23,40,16,20,12,23,483,2,"23-40-16-20-12-23-483-2"
"A/ruddy_turnstone/New_Jersey/AI12-1928/2012M",17,110,16,20,68,41,3,33,"17-110-16-20-68-41-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-1929/2012M",24,24,4,45,20,16,1175,4,"24-24-4-45-20-16-1175-4"
"A/ruddy_turnstone/New_Jersey/AI12-1963/2012M",17,110,16,20,68,41,3,33,"17-110-16-20-68-41-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-1986/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-1992/2012M",23,40,29,12,12,17,47,2,"23-40-29-12-12-17-47-2"
"A/ruddy_turnstone/New_Jersey/AI12-2016/2012M",17,110,16,20,68,41,3,33,"17-110-16-20-68-41-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-2043/2012M",514,24,4,20,48,23,3,33,"514-24-4-20-48-23-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-2076/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-2099/2012M",514,42,593,20,58,41,3,2,"514-42-593-20-58-41-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-2188/2012M",17,110,16,20,68,41,3,33,"17-110-16-20-68-41-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-2344/2012M",23,40,637,30,12,17,47,2,"23-40-637-30-12-17-47-2"
"A/ruddy_turnstone/New_Jersey/AI12-2370/2012M",514,42,16,20,58,41,3,2,"514-42-16-20-58-41-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-2371/2012M",23,40,16,35,12,17,47,2,"23-40-16-35-12-17-47-2"
"A/ruddy_turnstone/New_Jersey/AI12-2387/2012M",514,24,4,20,48,23,19,33,"514-24-4-20-48-23-19-33"
"A/ruddy_turnstone/New_Jersey/AI12-2391/2012M",23,40,16,20,12,23,483,2,"23-40-16-20-12-23-483-2"
"A/ruddy_turnstone/New_Jersey/AI12-2398/2012M",514,42,593,20,20,41,3,2,"514-42-593-20-20-41-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-2413/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-2543/2012M",46,42,593,45,58,44,3,2,"46-42-593-45-58-44-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-2544/2012M",514,110,4,718,68,41,3,33,"514-110-4-718-68-41-3-33"
"A/ruddy_turnstone/New_Jersey/AI12-2549/2012M",46,42,16,45,58,23,3,2,"46-42-16-45-58-23-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-2864/2012M",23,40,637,30,12,17,47,2,"23-40-637-30-12-17-47-2"
"A/ruddy_turnstone/New_Jersey/AI12-2873/2012M",514,110,4,45,68,41,1176,33,"514-110-4-45-68-41-1176-33"
"A/ruddy_turnstone/New_Jersey/AI12-2884/2012M",46,42,16,45,68,44,3,2,"46-42-16-45-68-44-3-2"
"A/ruddy_turnstone/New_Jersey/AI12-2951/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-2979/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-2981/2012M",24,61,4,35,20,16,3,4,"24-61-4-35-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-3081/2012M",24,61,4,45,20,16,3,4,"24-61-4-45-20-16-3-4"
"A/ruddy_turnstone/New_Jersey/AI12-3095/2012M",17,110,16,20,68,41,62,33,"17-110-16-20-68-41-62-33"
"A/ruddy_turnstone/New_Jersey/AI13-1851/2013M",76,110,66,12,68,23,34,43,"76-110-66-12-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-1853/2013M",133,56,494,12,15,17,855,13,"133-56-494-12-15-17-855-13"
"A/ruddy_turnstone/New_Jersey/AI13-1877/2013M",79,110,66,12,68,41,34,13,"79-110-66-12-68-41-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-1879/2013M",133,110,66,12,68,17,1177,13,"133-110-66-12-68-17-1177-13"
"A/ruddy_turnstone/New_Jersey/AI13-1888/2013M",1604,124,66,12,68,119,3,43,"1604-124-66-12-68-119-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-1933/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-1954/2013M",79,124,66,12,15,17,34,13,"79-124-66-12-15-17-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-1960/2013M",133,56,494,12,15,17,254,13,"133-56-494-12-15-17-254-13"
"A/ruddy_turnstone/New_Jersey/AI13-2004/2013M",79,110,66,26,68,41,34,43,"79-110-66-26-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2028/2013M",79,110,66,12,68,41,34,43,"79-110-66-12-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2029/2013M",79,110,66,12,68,17,3,43,"79-110-66-12-68-17-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2033/2013M",79,110,66,24,68,23,34,43,"79-110-66-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2039/2013M",76,124,66,12,15,23,34,43,"76-124-66-12-15-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2048/2013M",79,110,66,24,68,119,34,43,"79-110-66-24-68-119-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2070/2013M",79,124,66,26,68,41,1178,13,"79-124-66-26-68-41-1178-13"
"A/ruddy_turnstone/New_Jersey/AI13-2102/2013M",79,110,63,26,68,23,3,43,"79-110-63-26-68-23-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2111/2013M",2291,110,66,12,68,119,34,43,"2291-110-66-12-68-119-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2150/2013M",133,56,66,26,68,17,34,13,"133-56-66-26-68-17-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2153/2013M",79,110,66,12,68,27,34,43,"79-110-66-12-68-27-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2184/2013M",133,56,1755,26,15,119,484,13,"133-56-1755-26-15-119-484-13"
"A/ruddy_turnstone/New_Jersey/AI13-2200/2013M",79,110,66,24,68,119,3,43,"79-110-66-24-68-119-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2208/2013M",76,124,66,12,15,23,34,43,"76-124-66-12-15-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2215/2013M",79,110,66,12,68,119,34,43,"79-110-66-12-68-119-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2227/2013M",76,110,66,24,68,17,34,43,"76-110-66-24-68-17-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2282/2013M",79,110,66,12,68,119,34,43,"79-110-66-12-68-119-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2285/2013M",79,110,66,12,68,23,34,43,"79-110-66-12-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2286/2013M",133,56,494,12,15,17,254,13,"133-56-494-12-15-17-254-13"
"A/ruddy_turnstone/New_Jersey/AI13-2287/2013M",133,56,494,12,15,17,254,13,"133-56-494-12-15-17-254-13"
"A/ruddy_turnstone/New_Jersey/AI13-2297/2013M",79,110,66,26,68,41,34,43,"79-110-66-26-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2299/2013M",133,61,637,26,601,17,484,43,"133-61-637-26-601-17-484-43"
"A/ruddy_turnstone/New_Jersey/AI13-2312/2013M",76,110,66,12,68,23,34,43,"76-110-66-12-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2320/2013M",79,110,66,12,68,17,34,43,"79-110-66-12-68-17-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2346/2013M",79,110,66,24,68,23,34,43,"79-110-66-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2353/2013M",76,110,66,24,68,119,3,43,"76-110-66-24-68-119-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2364/2013M",79,110,66,12,15,41,34,13,"79-110-66-12-15-41-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2386/2013M",79,110,66,12,68,41,34,13,"79-110-66-12-68-41-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2390/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2393/2013M",79,124,66,12,68,17,111,43,"79-124-66-12-68-17-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2433/2013M",76,124,66,12,68,17,1291,43,"76-124-66-12-68-17-1291-43"
"A/ruddy_turnstone/New_Jersey/AI13-2452/2013M",79,110,66,12,68,41,34,43,"79-110-66-12-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2454/2013M",79,110,66,12,68,23,34,43,"79-110-66-12-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2464/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2468/2013M",79,110,63,12,15,30,1292,43,"79-110-63-12-15-30-1292-43"
"A/ruddy_turnstone/New_Jersey/AI13-2471/2013M",79,110,66,12,15,17,254,43,"79-110-66-12-15-17-254-43"
"A/ruddy_turnstone/New_Jersey/AI13-2472/2013M",90,124,66,24,68,119,3,43,"90-124-66-24-68-119-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2477/2013M",1383,2452,66,12,15,17,34,13,"1383-2452-66-12-15-17-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2544/2013M",79,124,66,12,68,119,111,43,"79-124-66-12-68-119-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2548/2013M",133,56,1040,26,15,17,484,13,"133-56-1040-26-15-17-484-13"
"A/ruddy_turnstone/New_Jersey/AI13-2550/2013M",76,124,66,12,68,17,111,43,"76-124-66-12-68-17-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2565/2013M",79,110,66,12,68,41,34,43,"79-110-66-12-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2580/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2587/2013M",79,110,63,24,229,23,34,43,"79-110-63-24-229-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2603/2013M",79,110,66,12,68,119,34,43,"79-110-66-12-68-119-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2623/2013M",67,124,63,26,229,30,3,43,"67-124-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2625/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2634/2013M",90,110,66,24,68,23,34,43,"90-110-66-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2674/2013M",76,124,66,24,68,119,111,43,"76-124-66-24-68-119-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2685/2013M",90,110,66,24,68,23,34,43,"90-110-66-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2686/2013M",76,124,66,12,68,17,111,43,"76-124-66-12-68-17-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2712/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2714/2013M",79,110,66,12,68,23,34,43,"79-110-66-12-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2750/2013M",79,110,66,12,68,17,254,43,"79-110-66-12-68-17-254-43"
"A/ruddy_turnstone/New_Jersey/AI13-2766/2013M",76,124,66,12,68,17,111,43,"76-124-66-12-68-17-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2771/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2773/2013M",76,110,66,12,68,119,111,43,"76-110-66-12-68-119-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2812/2013M",79,110,66,12,15,17,34,13,"79-110-66-12-15-17-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2830/2013M",76,124,66,12,68,17,254,43,"76-124-66-12-68-17-254-43"
"A/ruddy_turnstone/New_Jersey/AI13-2835/2013M",79,110,66,12,68,41,34,43,"79-110-66-12-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2853/2013M",79,110,66,24,68,23,34,43,"79-110-66-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2872/2013M",101,67,52,56,70,127,46,58,"101-67-52-56-70-127-46-58"
"A/ruddy_turnstone/New_Jersey/AI13-2883/2013M",67,61,63,26,229,30,3,43,"67-61-63-26-229-30-3-43"
"A/ruddy_turnstone/New_Jersey/AI13-2884/2013M",79,124,66,12,68,27,34,43,"79-124-66-12-68-27-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2886/2013M",79,124,66,12,15,17,34,13,"79-124-66-12-15-17-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2891/2013M",76,124,66,12,68,119,111,43,"76-124-66-12-68-119-111-43"
"A/ruddy_turnstone/New_Jersey/AI13-2895/2013M",79,124,66,24,68,119,254,43,"79-124-66-24-68-119-254-43"
"A/ruddy_turnstone/New_Jersey/AI13-2948/2013M",79,110,66,12,68,41,34,43,"79-110-66-12-68-41-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2964/2013M",79,110,66,24,68,23,34,43,"79-110-66-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2966/2013M",76,124,66,12,68,17,34,13,"76-124-66-12-68-17-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2968/2013M",133,110,66,12,68,17,34,43,"133-110-66-12-68-17-34-43"
"A/ruddy_turnstone/New_Jersey/AI13-2972/2013M",79,110,66,12,68,41,34,13,"79-110-66-12-68-41-34-13"
"A/ruddy_turnstone/New_Jersey/AI13-2978/2013M",79,124,66,12,92,119,111,43,"79-124-66-12-92-119-111-43"
"A/ruddy_turnstone/New_Jersey/Sg-00471/2008C",1174,46,23,16,27,38,380,463,"1174-46-23-16-27-38-380-463"
"A/ruddy_turnstone/New_Jersey/Sg-00475/2008C",80,22,29,63,51,6,5,1951,"80-22-29-63-51-6-5-1951"
"A/ruddy_turnstone/New_Jersey/Sg-00476/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00477/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00480/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00481/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00482/2008C",1174,46,23,16,27,38,613,463,"1174-46-23-16-27-38-613-463"
"A/ruddy_turnstone/New_Jersey/Sg-00484/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00487/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00488/2008C",103,109,8,45,30,129,86,13,"103-109-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00489/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00490/2008C",52,46,34,12,30,17,592,24,"52-46-34-12-30-17-592-24"
"A/ruddy_turnstone/New_Jersey/Sg-00492/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00493/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00494/2008C",80,78,29,63,51,6,5,1952,"80-78-29-63-51-6-5-1952"
"A/ruddy_turnstone/New_Jersey/Sg-00495/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00496/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00497/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00498/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00500/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00501/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00502/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00504/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00506/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00507/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00508/2008C",23,1428,23,12,1668,17,3,10,"23-1428-23-12-1668-17-3-10"
